id,title,genres,overview
55253,The Machine,Drama Comedy,"In Nordestina, a small town lost in the Brazilian badlands, young Karina dreams of becoming an actress and leaving to explore the world. Before losing his love, Dona Nazaré’s son, Antônio, takes the first step in a kamikaze crusade to bring the world to Karina. For that, Antônio leaves town and announces, in a TV show that he will set off on a sensational adventure: a trip into the future, starting from Nordestina’s square. If he fails, he assures a death machine will destroy him, alive and via satellite, for everybody to see. A story where dreams contradict reality, geographical and political conditions threaten to block life, and love plays the part of the transforming element."
109074,Day of the Reaper,Horror,Five women on vacation are stalked by a hooded cannibal killer in the town of Sunnyville Florida. Silly antics and H.G. Lewis-style gore follow the survivors in this camp super-8 epic.
134158,The Punk Rock Movie,Documentary Music,"Documentary on the London punk-rock scene, circa '78"
136339,The Policeman of the 16th Precinct,Comedy,"Elias of the 16th Precinct follows three friends – Elias, Thomas and Vangelis – who face considerable financial hurdles with their debts rivalling the size of Everest. They decide the only solution is to snatch money from Vangelis’ boss, Labros ; a cafeteria owner, pawnbroker and fence. While Thomas will attempt the breaking and entering, Elias will be disguised as a police officer – for security reasons, of course. Hilarity ensues as this comedy of errors sends their plan spiralling off in a totally different direction."
38499,The Howling: New Moon Rising,Horror,"Gary Brandner's horror novels come to life again in this sequel to ""The Howling."" A number of vicious murders occur in a small California town after a motorcycle-riding stranger arrives. The gruesome slayings look disturbingly like the work of a werewolf. Meanwhile, in another nearby town, police are hot on the trail of a killer they believe is a werewolf. This is ""Howling"" with a country-western angle."
100185,Return Home,,"A man and his wife are partners in a small business, a service station, that is stuggling to survive financially. They are visited by his brother, a divorced middle-aged man, who has taken a break from his stressful career in a big business corporation."
132298,Dibu: La Película,Animation Comedy,"When Caro and Marce go on vacation they find a new friend, Buji, and just like Dibu, she is a cartoon animated kid. Abu, Pepe, Víctor, Leo and Dibu are left alone at home and they have quite an adventure when they decide to sign-up Dibu in a go-cart race."
127021,Dibu 2: La venganza de Nasty,Comedy Animation,"The evil Nasty comes to our world with two objectives -- kidnap Buji, and carry as much candy as possible back to his world. He has the ability to 'shape-shift', and using the appearance of Dibu, he holds up a bank so that he can get enough money to buy the candy. The police wrongly imprison Dibu, who manages to escape and confront Nasty."
97643,The Tom Green Subway Monkey Hour,Comedy,Tom Green causes havoc in the country who brought us Godzilla &amp; sushi.
174371,Flex Is Kings,Documentary,"Journey to the edge of Brooklyn and of street performance itself in this sparkling portrait of the freeing power of art. Reem is the savvy promoter, Flizzo the undefeated local legend, Jay Donn the innovator with the talent to carry him far away from home. Uniting them is a competitive dance form of dramatic contortions, simulated violence, flowing footsteps and the occasional humorous touch. Welcome to the world of Flex."
129237,Tada's Do-It-All House,Drama,"In Mahoro, the fictional suburb of Tokyo, Tada works as a general problem solver for hire. One day, former classmate Gyoten appears unannounced. Both men are over 30 years old and divorced. With no explanation, Gyoten suddenly asks to spend the night at Tada's home. Eventually, Tada accepts Gyoten as his assistant and together they become involved in various cases concerning an assortment of people from different walks of life."
128149,Once Upon a Time Veronica,Drama,"A finely tuned, emotionally raw portrait of a woman’s conflicted entry into adulthood, Once Upon a Time Veronica is a thoroughly modern anti–fairy tale. Director Marcelo Gomes shows a rare ability to get under the skin — and cut close to the bone — of his emotionally vulnerable but resilient main character. Anchored by a tour de force performance from the fearless Hermila Guedes, this sensual, psychologically complex character study charts the personal and professional growth of one young woman in Recife."
286,Germany: A Summer's Fairytale,Documentary,A documentary of the German National soccer team’s 2006 World Cup experience that changed the face of modern Germany.
44124,The Strange Saga of Hiroshi the Freeloading Sex Machine,,"Sex Machine tells of the affable but simple Hiroshi, who during one sweltering summer in a small, parochial town, moves in with his girlfriend, Haruka. Their lovemaking is as athletic as it is bizarre but a dark storm comes looming when Haruka's ex boyfriend comes knocking at the door."
73981,Ayurveda: Art of Being,Documentary,"Ayurveda is a science of life and a healing art, where body, mind and spirit are given equal importance. This voyage of thousands of miles across India and abroad takes you on a unique poetic journey, where we encounter remarkable men of medicine or simply a villager who lives in harmony with nature. ""Hope is nature's way of enabling us to survive so that we can discover nature itself."""
50253,Saint Seiya Heaven Chapter: Overture,Animation Fantasy,"After the Saints' victory against Hades, Seiya is left wounded and motionless in a wheel chair with no possible chance of recovery. Athena's sister Artemis, the Virgin Goddess of the Moon and twin sister of Apollo, makes an elaborate proposal - to restore Seiya's physical health in exchange for the supremacy of Sanctuary. Athena accepts and Artemis and her ""Knights of the Sky"" swiftly take control of Sanctuary. Now Seiya and his fellow Bronze Saints combat the forces of Zeus to regain their homeland but it will not be so easy. Bronze Saints Hydra Ichi and Unicorn Jabu, and Silver Saint Ophiuchus Shaina have join forces with Artemis and Apollo."
66105,Saint Seiya: Legend of Crimson Youth,Action Animation Fantasy,"Athena receives the visit of Phoebus Abel, her older brother and God of the Corona. He informs her that he has come to destroy humanity as punishment for their corruption, just as it was done in ancient times. He dismisses Seiya and the Bronze Saints, as she will now be guarded by Abel's three Corona Saints, Atlas of Carina, Jaow of Lynx and Berenike of Coma Berenices, and the five resurrected Gold Saints who died in the Sanctuary battle: Saga of Gemini, Deathmask of Cancer, Shura of Capricorn, Camus of Aquarius and Aphrodite of Pisces. When Athena rebels against Abel's plan, he attacks her, sending her soul to Elysion, the final resting place from which there is no return. The Bronze Saints immediately rush to the Sanctuary to save her and ultimately overcome Abel."
